960154580,02/27/2023 01:15:00 PM,NO PLATES,31 EMBARCADERO San Francisco CA, POINT(-122.38806767799997 37.78640913400005)
960354500,02/27/2023 01:15:00 PM,STR CLEAN,1520 LAKE ST San Francisco CA, POINT(-122.47586404699996 37.78616982700004)
960181132,02/27/2023 01:15:00 PM,MTR OUT DT,2200 GRANT AVE San Francisco CA, POINT(-122.40890364599994 37.807238883000025)
960096211,02/27/2023 01:15:00 PM,METER DTN,365 BRANNAN ST San Francisco CA, POINT(-122.39371673999995 37.78054226300003)
959954752,02/27/2023 01:15:00 PM,N/ W/I SPC,1245 FOLSOM ST San Francisco CA, POINT(-122.410763369 37.774431771000025)
960265773,02/27/2023 01:15:00 PM,STR CLEAN,3214 QUINTARA ST San Francisco CA, POINT(-122.49986809699999 37.74760262700005)
960100293,02/27/2023 01:16:00 PM,YEL ZONE,641 TOWNSEND ST San Francisco CA, POINT(-122.40220318799999 37.771377065000024)
960224705,02/27/2023 01:16:00 PM,RES/OT,237 STANYAN ST San Francisco CA, POINT(-122.45507627999996 37.776774224000064)
960351593,02/27/2023 01:16:00 PM,STR CLEAN,3250 QUINTARA ST San Francisco CA, POINT(-122.50019804899995 37.747587742000064)
960265784,02/27/2023 01:16:00 PM,STR CLEAN,3304 QUINTARA ST San Francisco CA, POINT(-122.50084619199998 37.747558523000066)
960119694,02/27/2023 01:16:00 PM,PK/CROSS,3398 22ND ST San Francisco CA, POINT(-122.42299975199995 37.755185416000074)
960009164,02/27/2023 01:16:00 PM,PK PHB OTD,1836 GEARY BLVD San Francisco CA, POINT(-122.43354361799999 37.784346104000065)
959945313,02/27/2023 01:16:00 PM,N/ W/I SPC,360 VALENCIA ST San Francisco CA, POINT(-122.422102414 37.76710446800007)
960153235,02/27/2023 01:16:00 PM,STR CLEAN,1634 LAKE ST San Francisco CA, POINT(-122.47696921099998 37.78611693800008)
959859876,02/27/2023 01:17:00 PM,MTR OUT DT,524 COLE ST San Francisco CA, POINT(-122.45034423099997 37.770255735000035)
960154591,02/27/2023 01:17:00 PM,METER DTN,11 EMBARCADERO San Francisco CA, POINT(-122.38803344299998 37.78676175100003)
960265795,02/27/2023 01:17:00 PM,STR CLEAN,3306 QUINTARA ST San Francisco CA, POINT(-122.50086459099998 37.74755769600006)
960354511,02/27/2023 01:17:00 PM,STR CLEAN,1652 LAKE ST San Francisco CA, POINT(-122.47713418699999 37.78610949500006)
959782994,02/27/2023 01:18:00 PM,DBL PARK,33 SUTTER ST San Francisco CA, POINT(-122.40113009899994 37.79017029600004)
959859880,02/27/2023 01:18:00 PM,MTR OUT DT,528 COLE ST San Francisco CA, POINT(-122.45033761499997 37.77022389800004)
960354522,02/27/2023 01:18:00 PM,STR CLEAN,1926 LAKE ST San Francisco CA, POINT(-122.48010899399998 37.78597553000003)
960224716,02/27/2023 01:18:00 PM,RES/OT,241 STANYAN ST San Francisco CA, POINT(-122.45506277399994 37.776708566000025)
